Fitt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.9651949975028892,22.0,0.7960290357452514,5.0,0.4949652530687733,190.0,10.0,0.0,0.3946490531717151,336.0,0.0,0.0,0.20783779124298632,531.0,7.0,0.0,0.24837944435788736,567.0,3.0,0.0,0.347743690272364,253.0,5.0,0.0,0.15795775638533532,126.0,4.0,0.0,0.4344599193205933,536.0,10.0,0.0,0.5,309.0,8.0,0.0,0.17353362347523488,345.0,0.0,0.0,0.051153257709938935,202.0,10.0,0.0
0.8876013468383663,35.0,1.0,5.0,0.4438571505092918,309.0,7.0,0.0,0.3914858936009309,438.0,0.0,0.0,0.2454338403383048,493.0,7.0,0.0,0.25407241936565084,596.0,3.0,0.0,0.12211263052924398,328.0,5.0,0.0,0.3588958036544055,91.0,3.0,0.0,0.5,94.0,8.0,0.0,0.28745504591192667,321.0,10.0,0.0,0.17229761631809667,359.0,8.0,0.0,0.0,221.0,10.0,0.0
4.162927977425064,30.0,0.0001,6.0,0.15382561090080638,439.0,10.0,0.0,0.4329540605693353,208.0,9.0,0.0,0.0,554.0,7.0,0.0,0.5,345.0,2.0,0.0,0.036793759518597584,135.0,5.0,0.0,0.17652970912323876,416.0,4.0,0.0,0.2845798641633364,76.0,10.0,0.0,0.3713536769071473,355.0,9.0,0.0,0.4899311157925354,597.0,0.0,0.0,0.2361782871621756,486.0,3.0,0.0
2.4912352325143443,30.0,1.0,5.0,0.09669700263181538,90.0,2.0,0.0,0.3559779994154266,421.0,0.0,0.0,0.3170970329818641,283.0,7.0,0.0,0.05438084622270667,337.0,7.0,0.0,0.2112211365097813,415.0,0.0,0.0,0.31348750548736254,530.0,3.0,0.0,0.4215690160999017,45.0,10.0,0.0,0.3989054288530755,332.0,6.0,0.0,0.13939014912106182,120.0,7.0,0.0,0.0,476.0,4.0,0.0
4.171946136672919,50.0,0.2779900731617906,5.0,0.34557212912251883,295.0,7.0,0.0,0.004240131231834421,197.0,8.0,0.0,0.2266314666743092,232.0,6.0,0.0,0.3037253851966836,487.0,2.0,0.0,0.016371173948169462,135.0,8.0,0.0,0.11087529561403683,600.0,2.0,0.0,0.13915740410964933,240.0,6.0,0.0,0.5,213.0,8.0,0.0,0.0,287.0,2.0,0.0,0.0,503.0,10.0,0.0
0.9260793162221491,49.0,0.9659483326729208,5.0,0.41204030330585684,172.0,6.0,0.0,0.0,343.0,10.0,0.0,0.3349799534675231,186.0,6.0,0.0,0.4246624494249954,532.0,6.0,0.0,0.22973726952752177,351.0,4.0,0.0,0.24976926129368154,358.0,1.0,0.0,0.21811425592300038,64.0,10.0,0.0,0.5,600.0,5.0,0.0,0.17229761631809667,363.0,0.0,0.0,0.0,436.0,10.0,0.0
0.9153640667393425,27.0,0.4950267369587408,5.0,0.4728662512988364,190.0,6.0,0.0,0.10503050217047424,450.0,10.0,0.0,0.2857701771482664,445.0,1.0,0.0,0.0,524.0,3.0,0.0,0.11658589307407051,228.0,4.0,0.0,0.019459041249311824,60.0,4.0,0.0,0.5,94.0,10.0,0.0,0.3935411623300007,267.0,5.0,0.0,0.32562162858486116,129.0,9.0,0.0,0.0,125.0,10.0,0.0
3.4458912966064785,32.0,0.0586207940264905,2.0,0.16649070337555988,294.0,0.0,0.0,0.286422242933532,466.0,1.0,0.0,0.1203161585899515,600.0,9.0,0.0,0.5,344.0,0.0,0.0,0.2310576193011348,46.0,3.0,0.0,0.327855304123206,84.0,3.0,0.0,0.1454107752096978,310.0,10.0,0.0,0.22012482322196966,177.0,7.0,0.0,0.5,468.0,4.0,0.0,0.4107750723717572,272.0,3.0,0.0
0.8922815977010428,33.0,0.5082888185877461,5.0,0.0,299.0,4.0,0.0,0.4515441418570562,311.0,9.0,0.0,0.2629957774217019,399.0,4.0,0.0,0.4984980173548783,543.0,1.0,0.0,0.4192041683968916,277.0,5.0,0.0,0.2844314613274851,265.0,4.0,0.0,0.04074459868209118,45.0,10.0,0.0,0.02379163747544101,542.0,6.0,0.0,0.0,116.0,0.0,0.0,0.0,470.0,10.0,0.0
0.9272849914029285,40.0,0.2902273231488702,5.0,0.2456634642257565,519.0,3.0,0.0,0.0,413.0,9.0,0.0,0.3312448261073019,195.0,1.0,0.0,0.4154109934129109,443.0,6.0,0.0,0.14242673243816956,240.0,7.0,0.0,0.21200296320053413,485.0,6.0,0.0,0.15217534162070387,174.0,10.0,0.0,0.03883410921404465,224.0,8.0,0.0,0.0,277.0,1.0,0.0,0.02403819916805451,343.0,10.0,0.0
0.8635715809112119,21.0,0.0001,7.0,0.17958165284474764,221.0,10.0,0.0,0.2749428409636506,475.0,4.0,0.0,0.16895660702529064,45.0,0.0,0.0,0.4389706859946347,518.0,0.0,0.0,0.3394239602540692,57.0,4.0,0.0,0.18992336474396088,78.0,6.0,0.0,0.15082939246493535,232.0,9.0,0.0,0.5,525.0,7.0,0.0,0.0,275.0,4.0,0.0,0.0,243.0,10.0,0.0
0.9405743991624411,42.0,0.7826781957923038,5.0,0.3432275055715358,146.0,10.0,0.0,0.4657865362977511,126.0,10.0,0.0,0.21591833351951265,45.0,7.0,0.0,0.31229115029645416,117.0,0.0,0.0,0.0,45.0,8.0,0.0,0.08649076407628688,494.0,6.0,0.0,0.002555320333236022,268.0,6.0,0.0,0.3578448118076689,231.0,8.0,0.0,0.3915436555859954,307.0,4.0,0.0,0.0,381.0,10.0,0.0
1.4365690517982026,34.0,0.8816747667773891,5.0,0.25548010393559656,593.0,5.0,0.0,0.24559890167358395,140.0,4.0,0.0,0.1275394931971009,486.0,8.0,0.0,0.3064281587718326,261.0,6.0,0.0,0.5,281.0,4.0,0.0,0.2940581392000522,200.0,3.0,0.0,0.19297139141305766,405.0,10.0,0.0,0.3487638563910634,565.0,7.0,0.0,0.0,592.0,6.0,0.0,0.0,515.0,10.0,0.0
0.9652419965805118,20.0,0.8832748234706949,5.0,0.4988410657045306,293.0,7.0,0.0,0.40709759537312895,161.0,10.0,0.0,0.3395994985575146,211.0,4.0,0.0,0.09465185407177737,69.0,7.0,0.0,0.4119355833363466,235.0,1.0,0.0,0.15136099389014324,326.0,4.0,0.0,0.20211816118039874,560.0,8.0,0.0,0.3571374912426323,436.0,6.0,0.0,0.18743037875967106,296.0,0.0,0.0,0.02093623451565649,600.0,10.0,0.0
0.8987151000493705,26.0,0.8994033723216089,5.0,0.3655260365743783,93.0,10.0,0.0,0.3816403527149857,171.0,10.0,0.0,0.30449227668823875,45.0,5.0,0.0,0.3308736943954547,483.0,6.0,0.0,0.09657228540463517,45.0,7.0,0.0,0.0,517.0,6.0,0.0,0.1242937172322198,188.0,9.0,0.0,0.042216872129143865,204.0,9.0,0.0,0.0,296.0,1.0,0.0,0.0,416.0,10.0,0.0
2.0868872295701655,5.0,0.0001,7.0,0.5,120.0,6.0,0.0,0.3345938998732674,570.0,0.0,0.0,0.14213215388938094,404.0,0.0,0.0,0.5,403.0,6.0,0.0,0.15187092907589334,185.0,7.0,0.0,0.19996429666902094,497.0,7.0,0.0,0.09187338415018306,197.0,9.0,0.0,0.5,305.0,10.0,0.0,0.13572457945754637,269.0,3.0,0.0,0.4205810736120082,150.0,10.0,0.0
0.9075275320759806,38.0,0.2656954672700804,5.0,0.2172918672827013,600.0,10.0,0.0,0.28998324471531056,301.0,6.0,0.0,0.18637845900544303,422.0,6.0,0.0,0.4561516826162993,558.0,0.0,0.0,0.3154508114523693,237.0,5.0,0.0,0.26776386320648604,115.0,7.0,0.0,0.3635779148421723,201.0,10.0,0.0,0.35124205269503495,489.0,9.0,0.0,0.4545668096780971,74.0,0.0,0.0,0.0,283.0,10.0,0.0
0.8930594279480328,21.0,0.690487236337803,5.0,0.4559112836163441,588.0,10.0,0.0,0.4265559862528165,201.0,10.0,0.0,0.17134688850930072,600.0,3.0,0.0,0.28838040945637633,490.0,5.0,0.0,0.19396341172852574,88.0,7.0,0.0,0.08063601496724081,600.0,3.0,0.0,0.2245965906346748,279.0,10.0,0.0,0.5,162.0,8.0,0.0,0.11616456549872972,420.0,1.0,0.0,0.0,169.0,10.0,0.0
2.4741749642451487,41.0,0.0001,1.0,0.3155675549361509,162.0,10.0,0.0,0.17630807039391022,399.0,7.0,0.0,0.08195560622678405,478.0,8.0,0.0,0.08850158534963212,83.0,0.0,0.0,0.0,571.0,3.0,0.0,0.3691307019621649,199.0,4.0,0.0,0.18904745277855609,364.0,10.0,0.0,0.3333611642847856,272.0,5.0,0.0,0.2803768888435784,394.0,5.0,0.0,0.0,319.0,4.0,0.0
4.133981871507348,7.0,0.9068155805613856,7.0,0.11698435158286492,105.0,6.0,0.0,0.3999245436008851,536.0,0.0,0.0,0.1739280344713723,453.0,0.0,0.0,0.4253134959093508,261.0,0.0,0.0,0.02441568782119527,422.0,4.0,0.0,0.14187620289599467,540.0,6.0,0.0,0.14378153383451722,320.0,7.0,0.0,0.467751691957188,518.0,7.0,0.0,0.04204436286766526,238.0,2.0,0.0,0.08742868122459067,330.0,10.0,0.0
1.1370878662017796,41.0,0.377692370838582,5.0,0.23137002536812873,276.0,8.0,0.0,0.4967378117331834,207.0,10.0,0.0,0.39117839070705124,45.0,6.0,0.0,0.12117049036419236,420.0,7.0,0.0,0.0,95.0,5.0,0.0,0.10131107702207247,396.0,3.0,0.0,0.059942331553269126,155.0,0.0,0.0,0.4536143280427892,294.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,355.0,10.0,0.0
0.91994445664914,50.0,0.5604451855904036,5.0,0.2673287970727153,168.0,10.0,0.0,0.5,149.0,10.0,0.0,0.3831526258813323,76.0,8.0,0.0,0.1919992998363153,45.0,7.0,0.0,0.20355908310648088,45.0,6.0,0.0,0.1549056598004027,403.0,3.0,0.0,0.05157784423672391,45.0,6.0,0.0,0.454629156917319,551.0,0.0,0.0,0.1001627440960016,228.0,3.0,0.0,0.0,135.0,10.0,0.0
2.7179032290050573,44.0,0.044518421810085314,2.0,0.20253398360533992,173.0,8.0,0.0,0.3341245897765581,327.0,4.0,0.0,0.3082423809362265,179.0,7.0,0.0,0.07184646550194766,184.0,6.0,0.0,0.1739018495210924,485.0,6.0,0.0,0.008767414455643274,45.0,4.0,0.0,0.148882775460198,434.0,1.0,0.0,0.3562588723953762,427.0,0.0,0.0,0.3832768164030593,117.0,6.0,0.0,0.15673062121129255,583.0,4.0,0.0
0.9719624367544615,15.0,1.0,5.0,0.13315714515278754,487.0,5.0,0.0,0.2525629672922177,485.0,6.0,0.0,0.2154004889450484,443.0,5.0,0.0,0.14222460832857658,578.0,3.0,0.0,0.2296435946936929,266.0,5.0,0.0,0.38734597003684934,188.0,4.0,0.0,0.13156406301494525,45.0,10.0,0.0,0.019180916672844075,496.0,7.0,0.0,0.3998706777012617,165.0,1.0,0.0,0.023344240743097943,173.0,10.0,0.0
1.267996848793773,31.0,0.3530150929728713,5.0,0.3211909156549969,162.0,5.0,0.0,0.5,268.0,3.0,0.0,0.3425895461844705,291.0,7.0,0.0,0.16020438242560298,199.0,1.0,0.0,0.0,334.0,0.0,0.0,0.0,286.0,1.0,0.0,0.3273564885541912,45.0,1.0,0.0,0.368214967554288,347.0,7.0,0.0,0.12795304810995545,404.0,0.0,0.0,0.0,406.0,10.0,0.0
0.8963097053449552,34.0,1.0,5.0,0.020182731189741097,490.0,3.0,0.0,0.4636645756144263,465.0,1.0,0.0,0.32049332526077584,257.0,4.0,0.0,0.35223327280731315,45.0,8.0,0.0,0.4182821748899776,305.0,0.0,0.0,0.3543176203317776,165.0,5.0,0.0,0.3238565580793825,45.0,10.0,0.0,0.05187676006896702,409.0,3.0,0.0,0.0,172.0,1.0,0.0,0.0,515.0,10.0,0.0
1.082506831315697,26.0,0.6109160782356496,5.0,0.022368565955673752,268.0,5.0,0.0,0.4051079918896041,133.0,8.0,0.0,0.2831656572367329,87.0,6.0,0.0,0.3698870264619646,416.0,3.0,0.0,0.19006583133101132,180.0,4.0,0.0,0.05184575704064681,452.0,3.0,0.0,0.015774359769955778,178.0,4.0,0.0,0.3714808920616829,422.0,1.0,0.0,0.379156792545932,155.0,1.0,0.0,0.06978744838552164,360.0,10.0,0.0
4.202353868463275,49.0,0.6800032141824954,7.0,0.27926719453395965,583.0,4.0,0.0,0.4552426710618039,274.0,0.0,0.0,0.3412384971705742,45.0,3.0,0.0,0.4271570152008467,550.0,3.0,0.0,0.11015533532534516,142.0,6.0,0.0,0.17601043157628865,583.0,6.0,0.0,0.463961758500451,76.0,0.0,0.0,0.5,512.0,8.0,0.0,0.3639140550405243,51.0,2.0,0.0,0.05868088933114636,492.0,10.0,0.0
0.8793217614782596,32.0,0.7827035092022259,5.0,0.5,140.0,6.0,0.0,0.0,200.0,10.0,0.0,0.3320857887130066,329.0,3.0,0.0,0.0748789921096058,537.0,6.0,0.0,0.2955731354160363,428.0,4.0,0.0,0.11901670842407773,172.0,3.0,0.0,0.1333778052746523,72.0,6.0,0.0,0.4082214023141735,397.0,6.0,0.0,0.23546158904258851,254.0,1.0,0.0,0.0,482.0,10.0,0.0
0.8895391241213672,16.0,0.40798854001407975,5.0,0.0,600.0,3.0,0.0,0.5,116.0,10.0,0.0,0.3136467686971977,209.0,4.0,0.0,0.1741411004282422,497.0,7.0,0.0,0.17962502066363414,211.0,6.0,0.0,0.015847441289857864,309.0,4.0,0.0,0.08460328237157716,100.0,6.0,0.0,0.30282411525391645,476.0,6.0,0.0,0.3663390024221251,127.0,4.0,0.0,0.0,67.0,10.0,0.0
